n_estimators,max_depth,max_features,min_samples_split,min_samples_leaf,max_leaf_nodes,ccp_alpha,train_acc,val_acc,fit_seconds,completed_at,grid_index,grid_total
200,10.0,log2,10,4,256.0,0.0001,0.85265625,0.55,0.432,2026-05-18T13:05:43.145763,396,1296
400,10.0,log2,10,1,256.0,0.0,0.85828125,0.55,0.848,2026-05-18T14:56:26.968817,1035,1296
400,10.0,log2,10,1,256.0,0.0001,0.85828125,0.55,0.854,2026-05-18T14:56:27.904925,1036,1296
300,10.0,sqrt,5,2,,0.0,0.93984375,0.55,1.433,2026-05-18T13:49:37.046919,665,1296
300,10.0,sqrt,5,2,,0.0001,0.9396875,0.55,1.46,2026-05-18T13:49:38.567463,666,1296
300,,log2,5,1,256.0,0.0001,0.8625,0.55,0.683,2026-05-18T14:33:13.652268,916,1296
300,,log2,5,1,256.0,0.0,0.8625,0.55,0.684,2026-05-18T14:33:12.884589,915,1296
400,10.0,sqrt,10,4,256.0,0.0001,0.8703125,0.55,1.828,2026-05-18T14:56:01.736848,1008,1296
400,10.0,sqrt,10,4,256.0,0.0,0.8703125,0.55,1.81,2026-05-18T14:55:59.827121,1007,1296
200,20.0,,10,4,,0.0,0.98296875,0.55,24.034,2026-05-18T13:32:37.699245,537,1296
200,20.0,,10,4,,0.0001,0.9815625,0.55,23.988,2026-05-18T13:33:01.736812,538,1296
400,20.0,,5,1,256.0,0.0001,0.909375,0.55,44.628,2026-05-18T15:36:06.681982,1168,1296
400,20.0,,5,1,256.0,0.0,0.909375,0.55,44.528,2026-05-18T15:35:21.971120,1167,1296
400,20.0,,5,2,256.0,0.0001,0.909375,0.55,44.156,2026-05-18T15:39:17.007271,1172,1296
400,20.0,,5,2,256.0,0.0,0.909375,0.55,44.127,2026-05-18T15:38:32.768632,1171,1296
400,,sqrt,2,2,,0.0,0.99984375,0.55,2.293,2026-05-18T15:51:50.975832,1193,1296
300,10.0,log2,2,2,,0.0,0.93453125,0.55,0.659,2026-05-18T13:50:08.397489,689,1296
400,10.0,log2,2,1,,0.0,0.9509375,0.55,0.885,2026-05-18T14:56:02.731173,1009,1296
400,10.0,log2,2,1,,0.0001,0.95078125,0.55,0.88,2026-05-18T14:56:03.693118,1010,1296
400,,,2,1,,0.0,0.99984375,0.55,54.334,2026-05-18T15:54:29.361302,1261,1296
100,,,5,2,,0.0001,0.998125,0.55,13.77,2026-05-18T12:57:53.278350,306,1296
400,,,2,1,,0.0001,0.99984375,0.55,54.003,2026-05-18T15:55:23.454107,1262,1296
300,20.0,sqrt,2,2,256.0,0.0,0.8790625,0.55,1.482,2026-05-18T14:09:27.156000,763,1296
300,,log2,10,4,,0.0,0.97578125,0.55,0.701,2026-05-18T14:33:26.847807,933,1296
200,,,10,2,,0.0,0.99296875,0.55,25.63,2026-05-18T13:46:29.238094,641,1296
300,,,2,2,,0.0,0.999375,0.55,39.063,2026-05-18T14:36:36.584219,941,1296
200,,,10,2,,0.0001,0.99296875,0.55,25.488,2026-05-18T13:46:54.776643,642,1296
300,10.0,log2,2,4,256.0,0.0001,0.85421875,0.55,0.652,2026-05-18T13:50:13.335762,696,1296
300,10.0,sqrt,5,2,256.0,0.0001,0.86953125,0.55,1.402,2026-05-18T13:49:41.492400,668,1296
300,10.0,sqrt,5,2,256.0,0.0,0.86953125,0.55,1.402,2026-05-18T13:49:40.029522,667,1296
300,10.0,log2,2,4,256.0,0.0,0.85421875,0.55,0.639,2026-05-18T13:50:12.623411,695,1296
200,20.0,log2,2,2,,0.0001,0.99953125,0.55,0.533,2026-05-18T13:19:06.462460,474,1296
200,20.0,log2,10,1,,0.0,0.99625,0.55,0.522,2026-05-18T13:19:16.621635,493,1296
100,,log2,5,1,256.0,0.0,0.85921875,0.55,0.244,2026-05-18T12:53:54.703866,267,1296
100,,log2,5,1,256.0,0.0001,0.85921875,0.55,0.252,2026-05-18T12:53:54.982831,268,1296
300,10.0,sqrt,5,1,,0.0001,0.94484375,0.55,1.448,2026-05-18T13:49:32.589437,662,1296
300,10.0,sqrt,5,1,,0.0,0.94484375,0.55,1.44,2026-05-18T13:49:31.081813,661,1296
300,10.0,sqrt,5,4,,0.0001,0.91578125,0.55,1.388,2026-05-18T13:49:44.391865,670,1296
300,10.0,log2,5,4,256.0,0.0001,0.85421875,0.55,0.643,2026-05-18T13:50:21.807039,708,1296
300,10.0,log2,5,4,256.0,0.0,0.85421875,0.55,0.626,2026-05-18T13:50:21.104745,707,1296
300,10.0,sqrt,2,4,,0.0001,0.91578125,0.55,1.393,2026-05-18T13:49:26.713820,658,1296
100,20.0,log2,5,1,256.0,0.0,0.85921875,0.55,0.547,2026-05-18T12:41:43.772124,159,1296
100,20.0,log2,5,1,256.0,0.0001,0.85921875,0.55,0.511,2026-05-18T12:41:44.432631,160,1296
100,,log2,5,4,,0.0,0.981875,0.55,0.263,2026-05-18T12:53:56.423599,273,1296
400,,log2,10,1,256.0,0.0,0.86609375,0.55,0.887,2026-05-18T15:53:25.922695,1251,1296
400,10.0,sqrt,2,1,256.0,0.0,0.87078125,0.55,1.866,2026-05-18T14:54:57.720423,975,1296
400,10.0,sqrt,2,1,256.0,0.0001,0.87078125,0.55,1.874,2026-05-18T14:54:59.676534,976,1296
100,,log2,2,4,,0.0,0.981875,0.55,0.267,2026-05-18T12:53:52.986898,261,1296
400,10.0,sqrt,2,2,,0.0001,0.94375,0.55,1.89,2026-05-18T14:55:03.639883,978,1296
400,,log2,10,2,256.0,0.0,0.86875,0.55,0.883,2026-05-18T15:53:30.009119,1255,1296
100,10.0,sqrt,2,4,,0.0001,0.9090625,0.55,0.941,2026-05-18T12:29:37.064137,10,1296
300,20.0,,10,4,,0.0,0.98390625,0.55,35.619,2026-05-18T14:30:20.862614,861,1296
400,,,5,1,256.0,0.0001,0.90921875,0.55,44.457,2026-05-18T16:06:23.354225,1276,1296
400,,,5,2,256.0,0.0,0.90921875,0.55,44.12,2026-05-18T16:08:50.097268,1279,1296
400,,,5,2,256.0,0.0001,0.90921875,0.55,44.28,2026-05-18T16:09:34.460967,1280,1296
400,,,5,1,256.0,0.0,0.90921875,0.55,44.348,2026-05-18T16:05:38.791520,1275,1296
400,,log2,10,1,256.0,0.0001,0.86609375,0.55,0.892,2026-05-18T15:53:26.896975,1252,1296
400,20.0,log2,10,2,256.0,0.0,0.86890625,0.55,0.883,2026-05-18T15:23:19.082506,1147,1296
400,20.0,log2,10,2,256.0,0.0001,0.86890625,0.55,0.888,2026-05-18T15:23:20.053245,1148,1296
200,10.0,sqrt,5,4,,0.0001,0.914375,0.55,0.952,2026-05-18T13:05:11.354951,346,1296
200,10.0,sqrt,2,4,,0.0001,0.914375,0.55,0.956,2026-05-18T13:04:59.238593,334,1296
100,10.0,sqrt,5,4,,0.0001,0.9090625,0.55,0.908,2026-05-18T12:29:49.608580,22,1296
300,,sqrt,2,2,256.0,0.0,0.8790625,0.55,1.486,2026-05-18T14:32:13.708211,871,1296
300,20.0,,5,1,,0.0001,0.9996875,0.55,40.465,2026-05-18T14:19:10.681335,842,1296
300,,sqrt,2,2,256.0,0.0001,0.8790625,0.55,1.487,2026-05-18T14:32:15.255333,872,1296
100,10.0,log2,10,2,,0.0,0.89203125,0.55,0.572,2026-05-18T12:30:24.664559,65,1296
300,20.0,,5,1,,0.0,0.9996875,0.55,39.314,2026-05-18T14:18:30.154936,841,1296
100,10.0,log2,5,4,256.0,0.0,0.84890625,0.54875,0.505,2026-05-18T12:30:20.287675,59,1296
100,10.0,log2,5,4,256.0,0.0001,0.84890625,0.54875,0.576,2026-05-18T12:30:21.010392,60,1296
100,10.0,log2,2,4,256.0,0.0,0.84890625,0.54875,0.575,2026-05-18T12:30:11.919803,47,1296
300,20.0,sqrt,5,1,,0.0001,0.99984375,0.54875,1.78,2026-05-18T14:09:38.854903,770,1296
300,20.0,sqrt,2,2,,0.0,0.99984375,0.54875,1.727,2026-05-18T14:09:23.817907,761,1296
200,10.0,log2,5,4,256.0,0.0,0.851875,0.54875,0.431,2026-05-18T13:05:36.802285,383,1296
200,10.0,sqrt,2,4,,0.0,0.915625,0.54875,0.945,2026-05-18T13:04:58.234422,333,1296
400,,,2,1,256.0,0.0,0.90921875,0.54875,44.754,2026-05-18T15:56:08.295629,1263,1296
400,,,2,1,256.0,0.0001,0.90921875,0.54875,44.735,2026-05-18T15:56:53.113594,1264,1296
200,10.0,sqrt,5,4,,0.0,0.915625,0.54875,0.953,2026-05-18T13:05:10.354758,345,1296
400,20.0,,2,2,256.0,0.0,0.9090625,0.54875,44.248,2026-05-18T15:29:06.068014,1159,1296
400,20.0,,2,2,256.0,0.0001,0.9090625,0.54875,44.297,2026-05-18T15:29:50.447441,1160,1296
100,10.0,sqrt,5,4,,0.0,0.91,0.54875,0.906,2026-05-18T12:29:48.527768,21,1296
100,10.0,sqrt,5,1,256.0,0.0,0.8609375,0.54875,0.872,2026-05-18T12:29:42.126229,15,1296
300,20.0,log2,10,4,,0.0001,0.97453125,0.54875,0.76,2026-05-18T14:10:41.156975,826,1296
100,10.0,sqrt,2,4,,0.0,0.91,0.54875,0.872,2026-05-18T12:29:35.891625,9,1296
100,,log2,10,1,,0.0,0.995625,0.54875,0.274,2026-05-18T12:53:57.548134,277,1296
100,,log2,2,2,256.0,0.0,0.85359375,0.54875,0.246,2026-05-18T12:53:52.420838,259,1296
100,,log2,2,2,256.0,0.0001,0.85359375,0.54875,0.244,2026-05-18T12:53:52.692191,260,1296
100,,log2,5,1,,0.0,0.99984375,0.54875,0.288,2026-05-18T12:53:54.115398,265,1296
200,,sqrt,2,4,256.0,0.0,0.873125,0.54875,0.977,2026-05-18T13:33:57.999590,551,1296
200,,sqrt,2,4,256.0,0.0001,0.873125,0.54875,0.992,2026-05-18T13:33:59.040628,552,1296
100,,sqrt,2,1,,0.0,0.99984375,0.54875,0.646,2026-05-18T12:53:29.772204,217,1296
100,,sqrt,2,1,,0.0001,0.99984375,0.54875,0.643,2026-05-18T12:53:30.443162,218,1296
100,20.0,log2,2,2,,0.0001,0.9996875,0.54875,0.623,2026-05-18T12:41:37.198676,150,1296
100,20.0,log2,2,2,256.0,0.0,0.85359375,0.54875,0.536,2026-05-18T12:41:37.888174,151,1296
100,20.0,log2,2,2,256.0,0.0001,0.85359375,0.54875,0.611,2026-05-18T12:41:38.672499,152,1296
100,,log2,10,1,,0.0001,0.9953125,0.54875,0.285,2026-05-18T12:53:57.859938,278,1296
100,,log2,10,2,,0.0001,0.988125,0.54875,0.281,2026-05-18T12:53:59.015807,282,1296
100,,log2,5,2,,0.0001,0.9984375,0.54875,0.28,2026-05-18T12:53:55.591033,270,1296
300,10.0,log2,2,2,,0.0001,0.9334375,0.54875,0.672,2026-05-18T13:50:09.129065,690,1296
200,20.0,log2,10,1,,0.0001,0.99546875,0.54875,0.533,2026-05-18T13:19:17.203254,494,1296
200,20.0,log2,10,2,256.0,0.0,0.86671875,0.54875,0.463,2026-05-18T13:19:19.864591,499,1296
200,20.0,log2,10,2,256.0,0.0001,0.86671875,0.54875,0.46,2026-05-18T13:19:20.373697,500,1296
300,10.0,log2,2,1,,0.0,0.94953125,0.54875,0.672,2026-05-18T13:50:05.547415,685,1296
300,10.0,log2,2,1,,0.0001,0.94953125,0.54875,0.665,2026-05-18T13:50:06.273002,686,1296
200,,log2,10,2,256.0,0.0,0.86640625,0.54875,0.458,2026-05-18T13:34:42.774427,607,1296
200,,log2,10,2,256.0,0.0001,0.86640625,0.54875,0.457,2026-05-18T13:34:43.281020,608,1296
200,,log2,5,2,256.0,0.0,0.86234375,0.54875,0.458,2026-05-18T13:34:36.327624,595,1296
200,,log2,5,2,256.0,0.0001,0.86234375,0.54875,0.467,2026-05-18T13:34:36.864568,596,1296
200,20.0,,10,1,,0.0001,0.99828125,0.54875,26.003,2026-05-18T13:29:52.443695,530,1296
200,,sqrt,5,4,256.0,0.0,0.873125,0.54875,0.981,2026-05-18T13:34:11.514809,563,1296
200,,sqrt,5,4,256.0,0.0001,0.873125,0.54875,0.974,2026-05-18T13:34:12.537666,564,1296
200,20.0,,10,1,,0.0,0.9984375,0.54875,26.104,2026-05-18T13:29:26.391325,529,1296
200,20.0,log2,5,2,256.0,0.0,0.8625,0.54875,0.454,2026-05-18T13:19:13.468508,487,1296
200,20.0,log2,5,2,256.0,0.0001,0.8625,0.54875,0.447,2026-05-18T13:19:13.964839,488,1296
200,10.0,sqrt,2,1,256.0,0.0,0.86609375,0.54875,0.965,2026-05-18T13:04:52.161834,327,1296
200,10.0,sqrt,2,1,256.0,0.0001,0.86609375,0.54875,0.962,2026-05-18T13:04:53.172785,328,1296
200,20.0,sqrt,2,4,256.0,0.0,0.873125,0.54875,0.979,2026-05-18T13:18:35.188412,443,1296
200,20.0,sqrt,2,4,256.0,0.0001,0.873125,0.54875,0.982,2026-05-18T13:18:36.218591,444,1296
200,20.0,sqrt,5,4,256.0,0.0,0.873125,0.54875,0.979,2026-05-18T13:18:48.697400,455,1296
200,20.0,sqrt,5,4,256.0,0.0001,0.873125,0.54875,0.979,2026-05-18T13:18:49.724830,456,1296
400,20.0,,5,1,,0.0,0.9996875,0.54875,52.465,2026-05-18T15:33:45.041285,1165,1296
400,20.0,,5,1,,0.0001,0.9996875,0.54875,52.234,2026-05-18T15:34:37.359258,1166,1296
400,20.0,,10,2,,0.0,0.9946875,0.54875,50.098,2026-05-18T15:46:20.241467,1181,1296
400,20.0,,10,2,,0.0001,0.9946875,0.54875,49.806,2026-05-18T15:47:10.131046,1182,1296
300,,sqrt,5,1,256.0,0.0,0.8753125,0.54875,1.491,2026-05-18T14:32:26.824717,879,1296
300,,sqrt,5,1,256.0,0.0001,0.8753125,0.54875,1.495,2026-05-18T14:32:28.380903,880,1296
300,20.0,sqrt,5,1,256.0,0.0,0.87546875,0.54875,1.484,2026-05-18T14:09:40.400542,771,1296
300,20.0,sqrt,5,1,256.0,0.0001,0.87546875,0.54875,1.5,2026-05-18T14:09:41.961668,772,1296
300,,sqrt,5,2,256.0,0.0,0.87609375,0.54875,1.485,2026-05-18T14:32:33.538162,883,1296
300,,sqrt,5,2,256.0,0.0001,0.87609375,0.54875,1.473,2026-05-18T14:32:35.072341,884,1296
400,10.0,log2,5,1,256.0,0.0,0.85640625,0.54875,0.854,2026-05-18T14:56:15.819577,1023,1296
400,10.0,log2,5,1,256.0,0.0001,0.85640625,0.54875,0.849,2026-05-18T14:56:16.750398,1024,1296
400,10.0,log2,2,2,256.0,0.0,0.86109375,0.54875,0.845,2026-05-18T14:56:08.374332,1015,1296
400,10.0,log2,2,2,256.0,0.0001,0.86109375,0.54875,0.851,2026-05-18T14:56:09.306625,1016,1296
400,10.0,log2,2,4,256.0,0.0,0.85609375,0.54875,0.836,2026-05-18T14:56:12.071431,1019,1296
400,10.0,log2,2,4,256.0,0.0001,0.85609375,0.54875,0.831,2026-05-18T14:56:12.984503,1020,1296
400,,,2,2,256.0,0.0,0.9090625,0.54875,44.212,2026-05-18T15:59:20.602969,1267,1296
400,,,2,2,256.0,0.0001,0.9090625,0.54875,44.425,2026-05-18T16:00:05.110133,1268,1296
400,10.0,log2,5,4,256.0,0.0,0.85609375,0.54875,0.836,2026-05-18T14:56:23.247914,1031,1296
400,10.0,log2,5,4,256.0,0.0001,0.85609375,0.54875,0.832,2026-05-18T14:56:24.161645,1032,1296
400,10.0,log2,10,2,,0.0,0.900625,0.54875,0.845,2026-05-18T14:56:28.831826,1037,1296
200,10.0,log2,5,4,256.0,0.0001,0.851875,0.54875,0.447,2026-05-18T13:05:37.297332,384,1296
200,10.0,log2,2,4,256.0,0.0,0.851875,0.54875,0.432,2026-05-18T13:05:30.865266,371,1296
200,10.0,log2,2,4,256.0,0.0001,0.851875,0.54875,0.441,2026-05-18T13:05:31.354548,372,1296
400,20.0,,2,1,256.0,0.0,0.90921875,0.54875,44.818,2026-05-18T15:25:55.103826,1155,1296
400,20.0,,2,1,256.0,0.0001,0.90921875,0.54875,44.422,2026-05-18T15:26:39.609173,1156,1296
300,,,2,4,,0.0,0.9884375,0.54875,35.985,2026-05-18T14:38:58.104392,945,1296
300,,,2,4,,0.0001,0.98734375,0.54875,36.116,2026-05-18T14:39:34.303043,946,1296
300,,,5,4,,0.0,0.9884375,0.54875,35.774,2026-05-18T14:46:07.510399,957,1296
300,,,5,4,,0.0001,0.98734375,0.54875,35.909,2026-05-18T14:46:43.481988,958,1296
300,,,10,1,,0.0001,0.999375,0.54875,39.12,2026-05-18T14:49:06.650434,962,1296
400,20.0,log2,10,4,,0.0,0.97578125,0.54875,0.939,2026-05-18T15:23:21.074704,1149,1296
100,10.0,log2,2,4,256.0,0.0001,0.84890625,0.54875,0.5,2026-05-18T12:30:12.569109,48,1296
100,10.0,sqrt,5,1,256.0,0.0001,0.8609375,0.54875,0.935,2026-05-18T12:29:43.213672,16,1296
400,,log2,5,2,256.0,0.0,0.86953125,0.5475,0.881,2026-05-18T15:53:17.760067,1243,1296
400,,log2,5,2,256.0,0.0001,0.86953125,0.5475,0.885,2026-05-18T15:53:18.727519,1244,1296
400,,log2,2,1,256.0,0.0001,0.86703125,0.5475,0.905,2026-05-18T15:53:02.146099,1228,1296
400,,log2,2,2,256.0,0.0001,0.86578125,0.5475,0.89,2026-05-18T15:53:06.332388,1232,1296
400,,log2,2,1,256.0,0.0,0.86703125,0.5475,0.889,2026-05-18T15:53:01.158233,1227,1296
400,,log2,2,2,256.0,0.0,0.86578125,0.5475,0.888,2026-05-18T15:53:05.359940,1231,1296
400,,,2,2,,0.0001,0.99953125,0.5475,51.385,2026-05-18T15:58:36.306537,1266,1296
300,20.0,log2,10,2,256.0,0.0001,0.8675,0.5475,0.683,2026-05-18T14:10:39.519079,824,1296
300,20.0,log2,10,2,256.0,0.0,0.8675,0.5475,0.675,2026-05-18T14:10:38.775564,823,1296
300,20.0,log2,10,1,256.0,0.0,0.864375,0.5475,0.681,2026-05-18T14:10:35.685591,819,1296
300,20.0,log2,10,1,256.0,0.0001,0.864375,0.5475,0.675,2026-05-18T14:10:36.421654,820,1296
200,,,10,1,,0.0,0.9990625,0.5475,26.427,2026-05-18T13:44:51.955506,637,1296
200,,,10,1,,0.0001,0.9990625,0.5475,26.529,2026-05-18T13:45:18.534882,638,1296
200,20.0,,5,4,,0.0,0.9878125,0.5475,24.182,2026-05-18T13:27:52.479667,525,1296
300,,log2,10,1,256.0,0.0001,0.86390625,0.5475,0.675,2026-05-18T14:33:22.983451,928,1296
300,,log2,10,1,256.0,0.0,0.86390625,0.5475,0.686,2026-05-18T14:33:22.247725,927,1296
300,10.0,sqrt,5,4,,0.0,0.9159375,0.5475,1.392,2026-05-18T13:49:42.943858,669,1296
300,10.0,sqrt,5,1,256.0,0.0,0.86875,0.5475,1.421,2026-05-18T13:49:34.069999,663,1296
300,,,5,1,,0.0001,0.99984375,0.5475,40.494,2026-05-18T14:42:00.066127,950,1296
400,20.0,log2,5,2,256.0,0.0001,0.86921875,0.5475,0.898,2026-05-18T15:23:07.830820,1136,1296
300,,log2,10,2,256.0,0.0,0.8675,0.5475,0.665,2026-05-18T14:33:25.340806,931,1296
300,,log2,10,2,256.0,0.0001,0.8675,0.5475,0.685,2026-05-18T14:33:26.086561,932,1296
300,,,10,1,,0.0,0.999375,0.5475,39.063,2026-05-18T14:48:27.457946,961,1296
300,,,5,1,,0.0,0.99984375,0.5475,39.911,2026-05-18T14:41:19.510761,949,1296
400,20.0,,2,1,,0.0,0.99984375,0.5475,53.027,2026-05-18T15:24:17.124927,1153,1296
400,20.0,log2,5,2,256.0,0.0,0.86921875,0.5475,0.878,2026-05-18T15:23:06.850713,1135,1296
400,20.0,,2,1,,0.0001,0.99984375,0.5475,52.985,2026-05-18T15:25:10.198554,1154,1296
300,10.0,sqrt,10,1,256.0,0.0,0.86890625,0.5475,1.418,2026-05-18T13:49:51.730570,675,1296
300,10.0,log2,5,1,256.0,0.0001,0.85609375,0.5475,0.665,2026-05-18T13:50:16.180523,700,1296
300,10.0,log2,5,1,256.0,0.0,0.85609375,0.5475,0.645,2026-05-18T13:50:15.455647,699,1296
300,10.0,sqrt,10,1,256.0,0.0001,0.86890625,0.5475,1.407,2026-05-18T13:49:53.197627,676,1296
300,10.0,sqrt,5,1,256.0,0.0001,0.86875,0.5475,1.425,2026-05-18T13:49:35.554295,664,1296
300,10.0,sqrt,2,4,,0.0,0.9159375,0.5475,1.387,2026-05-18T13:49:25.260959,657,1296
200,10.0,log2,2,4,,0.0001,0.8965625,0.5475,0.43,2026-05-18T13:05:30.385205,370,1296
300,20.0,sqrt,5,2,256.0,0.0001,0.87609375,0.5475,1.483,2026-05-18T14:09:48.592770,776,1296
200,10.0,log2,5,4,,0.0001,0.8965625,0.5475,0.435,2026-05-18T13:05:36.323322,382,1296
300,20.0,sqrt,5,1,,0.0,0.99984375,0.5475,1.784,2026-05-18T14:09:37.014076,769,1296
200,10.0,log2,5,4,,0.0,0.8971875,0.5475,0.46,2026-05-18T13:05:35.839007,381,1296
200,10.0,sqrt,5,2,,0.0001,0.93734375,0.5475,0.966,2026-05-18T13:05:07.350919,342,1296
400,,,2,2,,0.0,0.99953125,0.5475,51.64,2026-05-18T15:57:44.836719,1265,1296
200,10.0,sqrt,5,2,,0.0,0.9371875,0.5475,0.974,2026-05-18T13:05:06.304384,341,1296
400,20.0,log2,2,1,256.0,0.0,0.86703125,0.5475,0.891,2026-05-18T15:22:50.236321,1119,1296
400,20.0,log2,2,1,256.0,0.0001,0.86703125,0.5475,0.893,2026-05-18T15:22:51.211093,1120,1296
200,20.0,,2,4,,0.0,0.9878125,0.5475,24.197,2026-05-18T13:23:03.825715,513,1296
300,10.0,log2,10,4,256.0,0.0001,0.85671875,0.5475,0.631,2026-05-18T13:50:30.244875,720,1296
300,10.0,log2,10,4,256.0,0.0,0.85671875,0.5475,0.632,2026-05-18T13:50:29.553870,719,1296
300,,log2,2,1,256.0,0.0,0.8671875,0.5475,0.676,2026-05-18T14:33:03.454145,903,1296
300,,log2,2,1,256.0,0.0001,0.8671875,0.5475,0.688,2026-05-18T14:33:04.203106,904,1296
400,,sqrt,2,2,,0.0001,0.99984375,0.5475,2.282,2026-05-18T15:51:53.347195,1194,1296
200,20.0,sqrt,5,1,,0.0,0.99984375,0.5475,1.209,2026-05-18T13:18:37.475866,445,1296
100,20.0,log2,10,2,,0.0001,0.9871875,0.5475,0.569,2026-05-18T12:41:54.475243,174,1296
400,20.0,log2,2,2,256.0,0.0,0.86546875,0.5475,0.888,2026-05-18T15:22:54.435807,1123,1296
400,20.0,log2,2,2,256.0,0.0001,0.86546875,0.5475,0.893,2026-05-18T15:22:55.411068,1124,1296
400,10.0,sqrt,5,1,256.0,0.0001,0.86875,0.5475,1.857,2026-05-18T14:55:23.010427,988,1296
300,20.0,log2,2,1,256.0,0.0,0.8671875,0.5475,0.68,2026-05-18T14:10:16.934929,795,1296
300,20.0,log2,2,1,256.0,0.0001,0.8671875,0.5475,0.674,2026-05-18T14:10:17.669765,796,1296
100,10.0,log2,10,2,,0.0001,0.891875,0.5475,0.518,2026-05-18T12:30:25.343864,66,1296
100,,,5,2,,0.0,0.998125,0.5475,13.619,2026-05-18T12:57:39.480688,305,1296
400,10.0,log2,10,2,,0.0001,0.9,0.5475,0.849,2026-05-18T14:56:29.763019,1038,1296
200,20.0,sqrt,5,1,,0.0001,0.99984375,0.5475,1.211,2026-05-18T13:18:38.735918,446,1296
200,10.0,sqrt,5,1,256.0,0.0,0.86515625,0.5475,0.954,2026-05-18T13:05:04.269465,339,1296
300,20.0,sqrt,5,2,256.0,0.0,0.87609375,0.5475,1.48,2026-05-18T14:09:47.049223,775,1296
200,10.0,sqrt,5,1,256.0,0.0001,0.86515625,0.5475,0.965,2026-05-18T13:05:05.282928,340,1296
200,10.0,log2,2,2,,0.0001,0.93203125,0.5475,0.452,2026-05-18T13:05:28.449098,366,1296
200,10.0,log2,2,4,,0.0,0.8971875,0.5475,0.437,2026-05-18T13:05:29.906731,369,1296
100,,log2,5,1,,0.0001,0.99984375,0.5475,0.289,2026-05-18T12:53:54.432281,266,1296
100,,sqrt,2,2,,0.0001,0.999375,0.5475,0.611,2026-05-18T12:53:32.827752,222,1296
400,10.0,sqrt,5,2,256.0,0.0,0.8703125,0.5475,1.859,2026-05-18T14:55:28.902170,991,1296
400,10.0,sqrt,5,2,256.0,0.0001,0.8703125,0.5475,1.852,2026-05-18T14:55:30.835979,992,1296
400,10.0,sqrt,5,1,256.0,0.0,0.86875,0.5475,1.853,2026-05-18T14:55:21.072591,987,1296
400,,,10,1,256.0,0.0,0.90984375,0.54625,44.325,2026-05-18T16:15:05.196750,1287,1296
200,,,2,1,256.0,0.0,0.90625,0.54625,22.625,2026-05-18T13:36:02.945029,615,1296
400,,,10,1,256.0,0.0001,0.90984375,0.54625,44.107,2026-05-18T16:15:49.386673,1288,1296
200,,log2,10,2,,0.0001,0.98953125,0.54625,0.511,2026-05-18T13:34:42.266505,606,1296
200,,,2,1,256.0,0.0001,0.90625,0.54625,22.721,2026-05-18T13:36:25.715840,616,1296
300,,log2,5,2,256.0,0.0,0.8671875,0.54625,0.673,2026-05-18T14:33:16.071594,919,1296
100,,sqrt,2,2,,0.0,0.9996875,0.54625,0.602,2026-05-18T12:53:32.188860,221,1296
300,,log2,5,2,256.0,0.0001,0.8671875,0.54625,0.678,2026-05-18T14:33:16.810414,920,1296
400,10.0,sqrt,2,4,256.0,0.0,0.86921875,0.54625,1.825,2026-05-18T14:55:13.263058,983,1296
400,20.0,,2,4,,0.0,0.9884375,0.54625,47.729,2026-05-18T15:30:38.260285,1161,1296
400,,,10,4,256.0,0.0,0.90953125,0.54625,43.172,2026-05-18T16:21:16.200669,1295,1296
400,,,10,4,,0.0,0.98265625,0.54625,47.313,2026-05-18T16:19:45.324498,1293,1296
400,10.0,sqrt,2,4,256.0,0.0001,0.86921875,0.54625,1.82,2026-05-18T14:55:15.165210,984,1296
400,20.0,,2,4,,0.0001,0.986875,0.54625,47.76,2026-05-18T15:31:26.103407,1162,1296
400,,,10,2,256.0,0.0001,0.91015625,0.54625,43.707,2026-05-18T16:18:57.927781,1292,1296
400,,,10,2,256.0,0.0,0.91015625,0.54625,43.718,2026-05-18T16:18:14.137445,1291,1296
400,,log2,5,1,256.0,0.0,0.86546875,0.54625,0.887,2026-05-18T15:53:13.572118,1239,1296
400,,log2,5,1,256.0,0.0001,0.86546875,0.54625,0.884,2026-05-18T15:53:14.539354,1240,1296
300,20.0,log2,10,2,,0.0001,0.99015625,0.54625,0.75,2026-05-18T14:10:38.039656,822,1296
300,20.0,log2,10,4,,0.0,0.97609375,0.54625,0.756,2026-05-18T14:10:40.335950,825,1296
300,20.0,log2,10,2,,0.0,0.99109375,0.54625,0.746,2026-05-18T14:10:37.228396,821,1296
400,,,10,4,256.0,0.0001,0.90953125,0.54625,43.055,2026-05-18T16:21:59.338708,1296,1296
200,10.0,sqrt,2,4,256.0,0.0001,0.86359375,0.54625,0.926,2026-05-18T13:05:01.200723,336,1296
200,10.0,log2,10,2,,0.0,0.898125,0.54625,0.441,2026-05-18T13:05:39.757928,389,1296
200,10.0,log2,10,2,,0.0001,0.8978125,0.54625,0.445,2026-05-18T13:05:40.251372,390,1296
400,,,5,1,,0.0,0.99984375,0.54625,53.227,2026-05-18T16:04:00.952341,1273,1296
400,10.0,log2,10,4,256.0,0.0001,0.85640625,0.54625,0.833,2026-05-18T14:56:35.327575,1044,1296
400,10.0,log2,10,4,256.0,0.0,0.85640625,0.54625,0.832,2026-05-18T14:56:34.413178,1043,1296
200,10.0,,5,2,,0.0001,0.939375,0.54625,21.351,2026-05-18T13:12:05.230201,414,1296
