n_estimators,max_depth,max_features,min_samples_split,min_samples_leaf,max_leaf_nodes,ccp_alpha,train_acc,val_acc,fit_seconds,completed_at,grid_index,grid_total
200,20.0,sqrt,10,2,,0.0001,0.9394639092460596,0.6243512974051896,4.846,2026-05-18T21:17:50.025844,462,1296
100,20.0,,10,2,,0.0001,0.9495532577050497,0.6243512974051896,60.009,2026-05-18T19:31:59.945983,210,1296
300,,sqrt,5,2,,0.0,0.9921694608975002,0.6243512974051896,8.155,2026-05-19T02:24:01.690872,881,1296
200,10.0,,10,1,,0.0,0.7631763879128601,0.6243512974051896,81.001,2026-05-18T21:01:03.972269,421,1296
200,10.0,,2,2,,0.0001,0.7710069270153599,0.6243512974051896,81.517,2026-05-18T20:35:51.561310,402,1296
200,,sqrt,2,1,,0.0001,0.9861459692801927,0.6243512974051896,6.137,2026-05-18T22:19:14.446255,542,1296
100,,sqrt,5,2,,0.0,0.9902118261218753,0.6243512974051896,2.845,2026-05-18T19:37:38.764273,233,1296
400,20.0,sqrt,10,1,,0.0,0.9671217749221965,0.6243512974051896,9.687,2026-05-19T05:54:52.211415,1105,1296
400,20.0,sqrt,5,2,,0.0001,0.9707358698925811,0.6239520958083832,9.858,2026-05-19T05:53:54.795559,1098,1296
200,20.0,sqrt,10,2,,0.0,0.9511093263728542,0.6239520958083832,4.858,2026-05-18T21:17:45.105184,461,1296
400,,sqrt,10,4,,0.0,0.9303282802931433,0.6239520958083832,9.868,2026-05-19T08:00:30.011032,1221,1296
200,20.0,sqrt,5,1,,0.0001,0.9732958538299368,0.6239520958083832,5.126,2026-05-18T21:16:41.009664,446,1296
200,20.0,sqrt,2,2,,0.0,0.984288726031523,0.6239520958083832,4.965,2026-05-18T21:16:01.229698,437,1296
200,10.0,,10,2,,0.0,0.7619716895893986,0.6239520958083832,80.709,2026-05-18T21:06:23.571027,425,1296
100,,sqrt,10,2,,0.0001,0.94172271860255,0.6239520958083832,2.837,2026-05-18T19:38:10.614972,246,1296
100,,sqrt,10,4,,0.0,0.9282702539905632,0.6239520958083832,2.578,2026-05-18T19:38:17.118937,249,1296
400,20.0,sqrt,10,1,,0.0001,0.9462905330790081,0.6239520958083832,9.746,2026-05-19T05:55:02.099185,1106,1296
200,,sqrt,10,1,,0.0001,0.9535689187832547,0.6239520958083832,5.767,2026-05-18T22:21:05.633725,566,1296
200,,sqrt,10,4,,0.0,0.9297761268948901,0.6239520958083832,4.958,2026-05-18T22:21:36.572958,573,1296
300,20.0,sqrt,5,1,,0.0001,0.9737978114647123,0.6239520958083832,7.549,2026-05-19T00:49:51.644384,770,1296
300,20.0,sqrt,2,1,,0.0001,0.9782150386507379,0.6235528942115769,7.837,2026-05-19T00:48:34.352231,758,1296
300,20.0,sqrt,2,1,,0.0,0.9917176990262022,0.6235528942115769,7.581,2026-05-19T00:48:26.383154,757,1296
200,10.0,,5,1,,0.0001,0.7696014456379882,0.6235528942115769,81.134,2026-05-18T20:46:30.442433,410,1296
300,20.0,sqrt,10,1,,0.0,0.9660174681256902,0.6235528942115769,7.403,2026-05-19T00:51:01.123008,781,1296
300,,sqrt,5,2,,0.0001,0.976257403875113,0.6235528942115769,8.214,2026-05-19T02:24:10.023400,882,1296
300,,sqrt,10,4,,0.0,0.9304788675835759,0.6235528942115769,7.32,2026-05-19T02:25:49.660146,897,1296
300,,sqrt,2,1,,0.0,0.9997992169460898,0.6235528942115769,8.776,2026-05-19T02:22:10.875482,865,1296
200,,sqrt,10,1,,0.0,0.9840377472141352,0.6235528942115769,5.793,2026-05-18T22:20:59.782135,565,1296
200,10.0,,10,2,,0.0001,0.7615701234815782,0.6235528942115769,80.492,2026-05-18T21:07:44.135502,426,1296
200,10.0,,10,1,,0.0001,0.7613191446641904,0.6235528942115769,80.378,2026-05-18T21:02:24.422912,422,1296
100,,sqrt,2,4,,0.0,0.9442325067764281,0.6231536926147705,2.596,2026-05-18T19:37:19.185105,225,1296
100,,sqrt,5,4,,0.0,0.9442325067764281,0.6231536926147705,2.637,2026-05-18T19:37:48.329757,237,1296
400,20.0,sqrt,2,2,,0.0,0.9851420540106415,0.6231536926147705,9.693,2026-05-19T05:52:02.689379,1085,1296
100,10.0,,5,1,,0.0,0.7748218050396547,0.6231536926147705,42.508,2026-05-18T18:47:32.760050,85,1296
300,20.0,sqrt,5,1,,0.0,0.9856440116454172,0.6227544910179641,7.508,2026-05-19T00:49:43.971994,769,1296
200,10.0,,2,2,,0.0,0.7726633872101195,0.6227544910179641,80.638,2026-05-18T20:34:29.971931,401,1296
200,20.0,sqrt,5,2,,0.0,0.9805742395341833,0.6227544910179641,4.902,2026-05-18T21:16:53.408278,449,1296
200,10.0,,10,4,,0.0001,0.7568015259512098,0.6227544910179641,80.482,2026-05-18T21:13:02.245380,430,1296
300,20.0,sqrt,5,2,,0.0001,0.9708362614195362,0.6227544910179641,7.373,2026-05-19T00:50:17.576155,774,1296
100,20.0,sqrt,10,1,,0.0001,0.9422748720008032,0.6227544910179641,2.578,2026-05-18T19:04:33.722199,134,1296
200,10.0,,10,4,,0.0,0.7583073988555366,0.6227544910179641,80.366,2026-05-18T21:11:41.691835,429,1296
200,20.0,sqrt,2,1,,0.0,0.9914667202088143,0.6227544910179641,5.1,2026-05-18T21:15:43.327061,433,1296
100,,sqrt,10,1,,0.0,0.9815781548037346,0.6223552894211577,3.013,2026-05-18T19:37:57.884386,241,1296
100,20.0,sqrt,2,2,,0.0,0.9835357895793595,0.6223552894211577,2.573,2026-05-18T19:03:45.887568,113,1296
200,,sqrt,5,2,,0.0001,0.9761570123481578,0.6223552894211577,5.531,2026-05-18T22:20:28.832954,558,1296
200,,sqrt,2,1,,0.0,0.9997992169460898,0.6223552894211577,5.886,2026-05-18T22:19:08.218192,541,1296
100,10.0,,5,2,,0.0001,0.7698022286918984,0.6223552894211577,42.319,2026-05-18T18:51:03.525413,90,1296
400,10.0,,2,1,,0.0,0.7781347254291737,0.6223552894211577,158.258,2026-05-19T04:20:27.825518,1045,1296
200,,sqrt,2,2,,0.0,0.9953317939965867,0.6223552894211577,5.514,2026-05-18T22:19:27.469463,545,1296
200,10.0,,2,4,256.0,0.0,0.690342335106917,0.6219560878243513,78.354,2026-05-18T20:42:29.286579,407,1296
200,10.0,,2,4,256.0,0.0001,0.690342335106917,0.6219560878243513,78.31,2026-05-18T20:43:47.668687,408,1296
400,,sqrt,5,2,,0.0001,0.976357795402068,0.6219560878243513,10.927,2026-05-19T07:58:17.521367,1206,1296
200,10.0,,10,4,256.0,0.0,0.6904427266338721,0.6219560878243513,78.183,2026-05-18T21:14:20.500351,431,1296
200,10.0,,5,4,256.0,0.0,0.690342335106917,0.6219560878243513,78.045,2026-05-18T20:58:25.183077,419,1296
200,10.0,,10,4,256.0,0.0001,0.6904427266338721,0.6219560878243513,77.57,2026-05-18T21:15:38.142768,432,1296
200,10.0,,5,4,256.0,0.0001,0.690342335106917,0.6219560878243513,77.645,2026-05-18T20:59:42.899600,420,1296
100,20.0,sqrt,5,4,,0.0,0.940568216042566,0.6219560878243513,2.429,2026-05-18T19:04:22.119254,129,1296
200,10.0,,5,1,256.0,0.0,0.6904929223973497,0.6219560878243513,78.924,2026-05-18T20:47:49.438284,411,1296
200,10.0,,5,1,256.0,0.0001,0.6904929223973497,0.6219560878243513,78.812,2026-05-18T20:49:08.322789,412,1296
200,10.0,,5,2,256.0,0.0,0.6904929223973497,0.6219560878243513,78.638,2026-05-18T20:53:08.730984,415,1296
200,10.0,,5,2,256.0,0.0001,0.6904929223973497,0.6219560878243513,78.049,2026-05-18T20:54:26.851779,416,1296
100,20.0,sqrt,2,4,,0.0,0.940568216042566,0.6219560878243513,2.397,2026-05-18T19:03:54.916419,117,1296
400,20.0,sqrt,2,2,,0.0001,0.9737476157012348,0.6219560878243513,9.753,2026-05-19T05:52:12.607664,1086,1296
300,10.0,,2,1,,0.0,0.7784860957735167,0.6215568862275449,119.493,2026-05-18T23:39:53.876026,721,1296
200,20.0,sqrt,2,4,,0.0,0.941823110129505,0.6215568862275449,4.622,2026-05-18T21:16:18.513609,441,1296
200,10.0,,10,1,256.0,0.0001,0.690342335106917,0.6215568862275449,79.604,2026-05-18T21:05:02.789724,424,1296
100,10.0,,10,4,256.0,0.0001,0.6908944885051702,0.6215568862275449,41.045,2026-05-18T19:03:33.375547,108,1296
100,10.0,,10,4,256.0,0.0,0.6908944885051702,0.6215568862275449,41.072,2026-05-18T19:02:52.290125,107,1296
200,20.0,sqrt,10,1,,0.0001,0.9455375966268447,0.6215568862275449,4.977,2026-05-18T21:17:32.756604,458,1296
200,20.0,sqrt,5,4,,0.0,0.941823110129505,0.6215568862275449,4.614,2026-05-18T21:17:10.619914,453,1296
300,20.0,sqrt,10,1,,0.0001,0.9461399457885754,0.6215568862275449,7.374,2026-05-19T00:51:08.604838,782,1296
200,10.0,,2,2,256.0,0.0,0.6903925308703945,0.6215568862275449,79.187,2026-05-18T20:37:10.819823,403,1296
200,10.0,,2,2,256.0,0.0001,0.6903925308703945,0.6215568862275449,78.953,2026-05-18T20:38:29.844583,404,1296
200,10.0,,2,1,256.0,0.0001,0.6903925308703945,0.6215568862275449,79.008,2026-05-18T20:33:09.261735,400,1296
200,10.0,,10,1,256.0,0.0,0.690342335106917,0.6215568862275449,78.618,2026-05-18T21:03:43.112956,423,1296
100,10.0,,5,2,,0.0,0.7713081015962253,0.6215568862275449,42.475,2026-05-18T18:50:21.166325,89,1296
200,10.0,,10,2,256.0,0.0,0.690342335106917,0.6215568862275449,78.568,2026-05-18T21:09:02.775749,427,1296
100,20.0,sqrt,10,1,,0.0,0.9632567011344243,0.6215568862275449,2.621,2026-05-18T19:04:31.102399,133,1296
300,10.0,,5,2,,0.0001,0.7707057524344946,0.6215568862275449,119.251,2026-05-19T00:13:11.812425,738,1296
100,20.0,,2,4,,0.0,0.9504065856841682,0.6215568862275449,57.846,2026-05-18T19:13:31.975530,189,1296
100,20.0,,5,4,,0.0,0.9504065856841682,0.6215568862275449,57.759,2026-05-18T19:24:00.477815,201,1296
100,20.0,sqrt,2,2,,0.0001,0.9709868487099689,0.6215568862275449,2.581,2026-05-18T19:03:48.520189,114,1296
200,10.0,,10,2,256.0,0.0001,0.690342335106917,0.6215568862275449,78.407,2026-05-18T21:10:21.254222,428,1296
200,10.0,,2,1,256.0,0.0,0.6903925308703945,0.6215568862275449,79.614,2026-05-18T20:31:50.181799,399,1296
200,20.0,,2,4,256.0,0.0001,0.6918482080112438,0.6211576846307385,84.008,2026-05-18T21:39:21.547710,516,1296
400,10.0,,5,2,,0.0,0.7718602549944784,0.6211576846307385,157.733,2026-05-19T05:02:01.145246,1061,1296
100,10.0,,5,4,256.0,0.0001,0.6909446842686477,0.6211576846307385,41.018,2026-05-18T18:55:12.221677,96,1296
400,,,10,2,256.0,0.0,0.6931532978616605,0.6211576846307385,166.492,2026-05-19T10:04:30.222965,1291,1296
400,,,10,2,256.0,0.0001,0.6931532978616605,0.6211576846307385,167.175,2026-05-19T10:07:17.514142,1292,1296
100,10.0,,5,4,256.0,0.0,0.6909446842686477,0.6211576846307385,41.001,2026-05-18T18:54:31.164024,95,1296
400,10.0,,5,2,,0.0001,0.7703543820901516,0.6211576846307385,157.866,2026-05-19T05:04:39.127579,1062,1296
100,20.0,sqrt,10,4,,0.0001,0.9090954723421343,0.6211576846307385,2.402,2026-05-18T19:04:51.548189,142,1296
200,,,5,4,256.0,0.0,0.6918482080112438,0.6211576846307385,83.783,2026-05-18T23:08:39.013650,635,1296
200,,,5,4,256.0,0.0001,0.6918482080112438,0.6211576846307385,84.802,2026-05-18T23:10:03.923360,636,1296
300,10.0,,5,1,,0.0001,0.7712077100692701,0.6211576846307385,119.152,2026-05-19T00:05:21.417464,734,1296
200,20.0,,2,4,256.0,0.0,0.6918482080112438,0.6211576846307385,85.135,2026-05-18T21:37:57.461903,515,1296
400,20.0,,10,1,256.0,0.0001,0.6931532978616605,0.6211576846307385,166.263,2026-05-19T07:29:43.112344,1180,1296
100,10.0,,2,4,256.0,0.0001,0.6909446842686477,0.6211576846307385,40.843,2026-05-18T18:46:50.211749,84,1296
400,,,10,1,256.0,0.0001,0.6931532978616605,0.6211576846307385,165.91,2026-05-19T09:51:44.612859,1288,1296
400,,,10,1,256.0,0.0,0.6931532978616605,0.6211576846307385,166.132,2026-05-19T09:48:58.586428,1287,1296
100,10.0,,2,4,256.0,0.0,0.6909446842686477,0.6211576846307385,41.19,2026-05-18T18:46:09.307976,83,1296
200,,,2,4,256.0,0.0001,0.6918482080112438,0.6211576846307385,83.181,2026-05-18T22:46:34.072116,624,1296
100,20.0,sqrt,10,4,,0.0,0.9217950005019576,0.6211576846307385,2.4,2026-05-18T19:04:49.104810,141,1296
400,20.0,,10,1,256.0,0.0,0.6931532978616605,0.6211576846307385,166.292,2026-05-19T07:26:56.733354,1179,1296
400,20.0,,10,2,256.0,0.0001,0.6931532978616605,0.6211576846307385,166.613,2026-05-19T07:42:45.735762,1184,1296
200,,,2,4,256.0,0.0,0.6918482080112438,0.6211576846307385,83.989,2026-05-18T22:45:10.818294,623,1296
300,10.0,,5,1,,0.0,0.7746210219857445,0.6211576846307385,119.374,2026-05-19T00:03:22.172104,733,1296
200,20.0,,5,4,256.0,0.0001,0.6918482080112438,0.6211576846307385,83.651,2026-05-18T21:59:15.086270,528,1296
200,20.0,,5,4,256.0,0.0,0.6918482080112438,0.6211576846307385,83.499,2026-05-18T21:57:51.362316,527,1296
400,20.0,,10,2,256.0,0.0,0.6931532978616605,0.6211576846307385,166.964,2026-05-19T07:39:58.996384,1183,1296
300,10.0,,2,4,,0.0,0.7625740387511294,0.6207584830339321,117.87,2026-05-18T23:55:34.429532,729,1296
100,10.0,,5,2,256.0,0.0,0.6907439012147375,0.6207584830339321,40.983,2026-05-18T18:51:44.548131,91,1296
100,10.0,,5,2,256.0,0.0001,0.6907439012147375,0.6207584830339321,41.528,2026-05-18T18:52:26.116059,92,1296
300,10.0,,2,4,,0.0001,0.7609175785563699,0.6207584830339321,118.253,2026-05-18T23:57:32.776981,730,1296
200,,,2,1,256.0,0.0,0.691496837666901,0.6207584830339321,85.274,2026-05-18T22:29:59.770145,615,1296
200,,,2,1,256.0,0.0001,0.691496837666901,0.6207584830339321,85.081,2026-05-18T22:31:24.924292,616,1296
400,10.0,,2,1,,0.0001,0.7720610380483888,0.6207584830339321,159.849,2026-05-19T04:23:07.791360,1046,1296
100,10.0,,5,4,,0.0001,0.7603152293946391,0.6207584830339321,41.784,2026-05-18T18:53:50.123335,94,1296
200,20.0,,5,2,256.0,0.0001,0.6913964461399458,0.6207584830339321,84.8,2026-05-18T21:52:48.211114,524,1296
300,10.0,,5,4,,0.0001,0.7609175785563699,0.6207584830339321,118.138,2026-05-19T00:20:59.787282,742,1296
200,20.0,,2,1,256.0,0.0001,0.691496837666901,0.6207584830339321,84.573,2026-05-18T21:26:10.128009,508,1296
300,10.0,,5,2,,0.0,0.7723622126292541,0.6207584830339321,118.998,2026-05-19T00:11:12.467642,737,1296
200,20.0,,2,1,256.0,0.0,0.691496837666901,0.6207584830339321,85.222,2026-05-18T21:24:45.482489,507,1296
300,10.0,,2,2,,0.0001,0.7714586888866579,0.6207584830339321,119.014,2026-05-18T23:49:44.531269,726,1296
200,20.0,,10,4,256.0,0.0,0.6917478164842887,0.6207584830339321,84.553,2026-05-18T22:17:37.718981,539,1296
200,20.0,,10,4,256.0,0.0001,0.6917478164842887,0.6207584830339321,84.446,2026-05-18T22:19:02.237795,540,1296
200,20.0,,2,2,256.0,0.0001,0.6914466419034233,0.6207584830339321,84.965,2026-05-18T21:32:51.944805,512,1296
200,20.0,,2,2,256.0,0.0,0.6914466419034233,0.6207584830339321,84.729,2026-05-18T21:31:26.906467,511,1296
200,20.0,,5,1,256.0,0.0,0.6914466419034233,0.6207584830339321,84.78,2026-05-18T21:44:42.848014,519,1296
200,20.0,,5,2,256.0,0.0,0.6913964461399458,0.6207584830339321,84.672,2026-05-18T21:51:23.338683,523,1296
200,20.0,,10,2,256.0,0.0,0.6912960546129907,0.6207584830339321,84.678,2026-05-18T22:11:07.665434,535,1296
200,20.0,,10,2,256.0,0.0001,0.6912960546129907,0.6207584830339321,84.959,2026-05-18T22:12:32.731099,536,1296
200,,,5,1,256.0,0.0001,0.6914466419034233,0.6207584830339321,84.301,2026-05-18T22:54:53.126570,628,1296
200,,,5,1,256.0,0.0,0.6914466419034233,0.6207584830339321,84.841,2026-05-18T22:53:28.752371,627,1296
200,20.0,,10,1,256.0,0.0001,0.6913462503764682,0.6207584830339321,85.102,2026-05-18T22:05:56.072815,532,1296
200,20.0,,10,1,256.0,0.0,0.6913462503764682,0.6207584830339321,84.649,2026-05-18T22:04:30.896768,531,1296
200,,,10,1,256.0,0.0,0.6913462503764682,0.6207584830339321,84.506,2026-05-18T23:16:54.412664,639,1296
200,,,10,1,256.0,0.0001,0.6913462503764682,0.6207584830339321,84.684,2026-05-18T23:18:19.169158,640,1296
200,,,5,2,256.0,0.0001,0.6913964461399458,0.6207584830339321,84.276,2026-05-18T23:02:48.296701,632,1296
200,,,5,2,256.0,0.0,0.6913964461399458,0.6207584830339321,84.618,2026-05-18T23:01:23.947787,631,1296
200,,,10,2,256.0,0.0001,0.6912960546129907,0.6207584830339321,84.819,2026-05-18T23:26:10.412681,644,1296
200,,,10,2,256.0,0.0,0.6912960546129907,0.6207584830339321,84.49,2026-05-18T23:24:45.521400,643,1296
200,,,10,4,256.0,0.0001,0.6917478164842887,0.6207584830339321,83.632,2026-05-18T23:33:24.398617,648,1296
200,,,10,4,256.0,0.0,0.6917478164842887,0.6207584830339321,84.318,2026-05-18T23:32:00.693882,647,1296
100,,sqrt,5,4,,0.0001,0.9268647726131914,0.6207584830339321,2.61,2026-05-18T19:37:50.992441,238,1296
100,,sqrt,2,4,,0.0001,0.9268647726131914,0.6207584830339321,2.628,2026-05-18T19:37:21.855550,226,1296
200,,,2,2,256.0,0.0,0.6914466419034233,0.6207584830339321,85.516,2026-05-18T22:37:55.648916,619,1296
200,,,2,2,256.0,0.0001,0.6914466419034233,0.6207584830339321,84.49,2026-05-18T22:39:20.211261,620,1296
100,10.0,,5,1,256.0,0.0001,0.6905933139243048,0.6207584830339321,41.477,2026-05-18T18:49:38.650960,88,1296
100,,log2,2,1,,0.0001,0.981527959040257,0.6207584830339321,1.374,2026-05-18T19:38:26.345276,254,1296
400,10.0,,10,2,,0.0,0.7625238429876519,0.6207584830339321,157.522,2026-05-19T05:33:12.833674,1073,1296
400,10.0,,10,1,,0.0,0.7634775624937256,0.6207584830339321,160.39,2026-05-19T05:22:47.435040,1069,1296
100,10.0,,5,1,256.0,0.0,0.6905933139243048,0.6207584830339321,41.591,2026-05-18T18:48:57.103523,87,1296
400,10.0,,10,1,,0.0001,0.7618712980624436,0.6207584830339321,157.872,2026-05-19T05:25:25.424203,1070,1296
100,10.0,,2,4,,0.0001,0.7603152293946391,0.6207584830339321,42.02,2026-05-18T18:45:28.078423,82,1296
300,10.0,,5,4,,0.0,0.7625740387511294,0.6207584830339321,118.037,2026-05-19T00:19:01.554233,741,1296
200,20.0,,5,1,256.0,0.0001,0.6914466419034233,0.6207584830339321,85.291,2026-05-18T21:46:08.211603,520,1296
100,10.0,,2,2,,0.0,0.7728139745005521,0.6207584830339321,42.648,2026-05-18T18:41:58.779000,77,1296
100,10.0,,10,2,256.0,0.0,0.6904427266338721,0.6203592814371257,41.217,2026-05-18T19:00:06.924456,103,1296
100,10.0,,10,1,256.0,0.0,0.6903925308703945,0.6203592814371257,41.163,2026-05-18T18:57:18.606670,99,1296
100,10.0,,10,1,256.0,0.0001,0.6903925308703945,0.6203592814371257,41.486,2026-05-18T18:58:00.131926,100,1296
300,10.0,,10,4,,0.0,0.7593113141250878,0.6203592814371257,117.851,2026-05-19T00:42:29.267740,753,1296
300,10.0,,10,4,,0.0001,0.7580564200381488,0.6203592814371257,117.757,2026-05-19T00:44:27.119267,754,1296
100,10.0,,10,2,256.0,0.0001,0.6904427266338721,0.6203592814371257,41.188,2026-05-18T19:00:48.152519,104,1296
200,20.0,sqrt,5,4,,0.0001,0.926914968376669,0.6203592814371257,4.623,2026-05-18T21:17:15.319231,454,1296
400,20.0,log2,10,1,,0.0,0.960646521433591,0.6203592814371257,4.11,2026-05-19T05:57:56.954653,1141,1296
300,10.0,,10,1,,0.0001,0.7613693404276679,0.6203592814371257,119.486,2026-05-19T00:28:48.848178,746,1296
100,10.0,,2,2,256.0,0.0001,0.69069370545126,0.6203592814371257,41.152,2026-05-18T18:44:03.485919,80,1296
100,20.0,sqrt,2,4,,0.0001,0.9248067463106114,0.6203592814371257,2.432,2026-05-18T19:03:57.388672,118,1296
300,10.0,,2,1,,0.0001,0.772261821102299,0.6203592814371257,119.214,2026-05-18T23:41:53.184789,722,1296
400,10.0,,10,2,,0.0001,0.7619214938259211,0.6203592814371257,157.474,2026-05-19T05:35:50.433842,1074,1296
100,20.0,sqrt,5,4,,0.0001,0.9248067463106114,0.6203592814371257,2.432,2026-05-18T19:04:24.592144,130,1296
100,10.0,,2,2,256.0,0.0,0.69069370545126,0.6203592814371257,40.961,2026-05-18T18:43:22.294617,79,1296
100,10.0,,2,2,,0.0001,0.7706053609075394,0.6203592814371257,42.449,2026-05-18T18:42:41.294655,78,1296
100,10.0,,2,1,256.0,0.0,0.6905933139243048,0.6203592814371257,41.249,2026-05-18T18:40:34.988281,75,1296
100,10.0,,2,1,256.0,0.0001,0.6905933139243048,0.6203592814371257,41.05,2026-05-18T18:41:16.091287,76,1296
400,10.0,,2,2,,0.0,0.7738178897701034,0.6203592814371257,157.636,2026-05-19T04:30:55.136251,1049,1296
400,10.0,,5,1,,0.0,0.7737676940066258,0.6203592814371257,157.501,2026-05-19T04:51:36.224136,1057,1296
200,20.0,sqrt,2,4,,0.0001,0.926914968376669,0.6203592814371257,4.685,2026-05-18T21:16:23.273468,442,1296
200,20.0,sqrt,5,2,,0.0001,0.9698323461499849,0.6203592814371257,4.975,2026-05-18T21:16:58.476478,450,1296
400,,,10,4,256.0,0.0001,0.6934042766790482,0.6199600798403193,164.78,2026-05-19T10:21:27.327021,1296,1296
400,,,2,1,256.0,0.0001,0.6932536893886156,0.6199600798403193,167.406,2026-05-19T08:19:37.827089,1264,1296
400,,,2,1,256.0,0.0,0.6932536893886156,0.6199600798403193,166.387,2026-05-19T08:16:50.304350,1263,1296
400,,,10,4,256.0,0.0,0.6934042766790482,0.6199600798403193,165.137,2026-05-19T10:18:42.429347,1295,1296
100,20.0,sqrt,5,2,,0.0001,0.9680252986647927,0.6199600798403193,2.601,2026-05-18T19:04:15.778788,126,1296
400,20.0,,5,1,256.0,0.0,0.693203493625138,0.6199600798403193,166.706,2026-05-19T06:48:01.537283,1167,1296
400,20.0,,5,1,256.0,0.0001,0.693203493625138,0.6199600798403193,167.318,2026-05-19T06:50:48.971765,1168,1296
400,20.0,,2,4,256.0,0.0,0.693554863969481,0.6199600798403193,164.829,2026-05-19T06:34:50.778832,1163,1296
400,20.0,,2,4,256.0,0.0001,0.693554863969481,0.6199600798403193,165.842,2026-05-19T06:37:36.737260,1164,1296
300,10.0,,2,4,256.0,0.0,0.691145467322558,0.6199600798403193,114.676,2026-05-18T23:59:27.546811,731,1296
300,10.0,,10,1,,0.0,0.7630759963859051,0.6199600798403193,119.419,2026-05-19T00:26:49.268689,745,1296
400,20.0,,5,4,256.0,0.0,0.693554863969481,0.6199600798403193,164.394,2026-05-19T07:13:51.986859,1175,1296
400,20.0,,5,4,256.0,0.0001,0.693554863969481,0.6199600798403193,165.534,2026-05-19T07:16:37.636547,1176,1296
400,20.0,,5,2,256.0,0.0001,0.693203493625138,0.6199600798403193,167.404,2026-05-19T07:03:56.736066,1172,1296
400,20.0,,5,2,256.0,0.0,0.693203493625138,0.6199600798403193,167.062,2026-05-19T07:01:09.216904,1171,1296
400,20.0,,10,4,256.0,0.0001,0.6934042766790482,0.6199600798403193,165.421,2026-05-19T07:55:26.069415,1188,1296
400,20.0,,10,4,256.0,0.0,0.6934042766790482,0.6199600798403193,164.636,2026-05-19T07:52:40.532237,1187,1296
300,10.0,,2,2,,0.0,0.773868085533581,0.6199600798403193,119.125,2026-05-18T23:47:45.422556,725,1296
300,10.0,,2,4,256.0,0.0001,0.691145467322558,0.6199600798403193,115.063,2026-05-19T00:01:22.703397,732,1296
400,10.0,,5,4,256.0,0.0001,0.6910450757956028,0.6199600798403193,152.706,2026-05-19T05:20:06.928508,1068,1296
400,10.0,,10,4,256.0,0.0,0.6908944885051702,0.6199600798403193,152.65,2026-05-19T05:48:45.289302,1079,1296
400,,,2,4,256.0,0.0,0.693554863969481,0.6199600798403193,165.24,2026-05-19T08:46:40.425121,1271,1296
400,10.0,,5,4,,0.0001,0.7606164039755045,0.6199600798403193,155.82,2026-05-19T05:15:01.889704,1066,1296
400,10.0,,5,1,,0.0001,0.7709065354884048,0.6199600798403193,158.364,2026-05-19T04:54:14.703965,1058,1296
400,10.0,,2,4,256.0,0.0001,0.6910450757956028,0.6199600798403193,151.784,2026-05-19T04:48:58.607048,1056,1296
400,10.0,,10,4,256.0,0.0001,0.6908944885051702,0.6199600798403193,152.165,2026-05-19T05:51:17.569506,1080,1296
400,10.0,,5,4,256.0,0.0,0.6910450757956028,0.6199600798403193,152.1,2026-05-19T05:17:34.106259,1067,1296
400,,,2,2,256.0,0.0001,0.6932536893886156,0.6199600798403193,167.029,2026-05-19T08:35:09.740946,1268,1296
200,20.0,log2,2,1,,0.0,0.9929223973496637,0.6199600798403193,2.199,2026-05-18T21:18:16.490633,469,1296
400,,,2,4,256.0,0.0001,0.693554863969481,0.6199600798403193,164.945,2026-05-19T08:49:25.486630,1272,1296
300,10.0,,5,4,256.0,0.0001,0.691145467322558,0.6199600798403193,114.636,2026-05-19T00:24:49.754981,744,1296
400,10.0,,2,4,256.0,0.0,0.6910450757956028,0.6199600798403193,153.733,2026-05-19T04:46:26.671464,1055,1296
400,10.0,,2,4,,0.0001,0.7606164039755045,0.6199600798403193,156.124,2026-05-19T04:43:52.823255,1054,1296
100,20.0,log2,10,4,,0.0001,0.8894187330589298,0.6199600798403193,1.02,2026-05-18T19:05:29.526891,178,1296
400,20.0,,2,1,256.0,0.0,0.6932536893886156,0.6199600798403193,166.437,2026-05-19T06:09:05.760026,1155,1296
400,20.0,,2,1,256.0,0.0001,0.6932536893886156,0.6199600798403193,166.196,2026-05-19T06:11:52.072759,1156,1296
400,20.0,,2,2,256.0,0.0,0.6932536893886156,0.6199600798403193,166.268,2026-05-19T06:22:09.191921,1159,1296
400,20.0,,2,2,256.0,0.0001,0.6932536893886156,0.6199600798403193,166.09,2026-05-19T06:24:55.397970,1160,1296
400,,,5,2,256.0,0.0001,0.693203493625138,0.6199600798403193,167.751,2026-05-19T09:21:18.115973,1280,1296
400,,,2,2,256.0,0.0,0.6932536893886156,0.6199600798403193,166.058,2026-05-19T08:32:22.594765,1267,1296
400,,,5,4,256.0,0.0001,0.693554863969481,0.6199600798403193,164.988,2026-05-19T09:35:33.022726,1284,1296
400,,,5,2,256.0,0.0,0.693203493625138,0.6199600798403193,166.113,2026-05-19T09:18:30.247789,1279,1296
400,,,5,4,256.0,0.0,0.693554863969481,0.6199600798403193,165.983,2026-05-19T09:32:47.918077,1283,1296
400,,,5,1,256.0,0.0,0.693203493625138,0.6199600798403193,166.28,2026-05-19T09:02:57.360394,1275,1296
400,,,5,1,256.0,0.0001,0.693203493625138,0.6199600798403193,167.494,2026-05-19T09:05:44.970738,1276,1296
300,10.0,,5,4,256.0,0.0,0.691145467322558,0.6199600798403193,115.143,2026-05-19T00:22:55.024628,743,1296
